data.subscription_type,data.username,data.name,data.description,data.profile_banner_url,data.most_recent_tweet_id,data.receives_your_dm,data.verified,data.pinned_tweet_id,data.verified_type,data.profile_image_url,data.url,data.protected,data.id,data.created_at,data.entities.url.urls,data.entities.description.urls,data.public_metrics.followers_count,data.public_metrics.following_count,data.public_metrics.tweet_count,data.public_metrics.listed_count,data.public_metrics.like_count,data.location,data.entities.description.mentions,data.entities.description.hashtags
None,excinit,Nithin Coca,"Inactive account, Nithin Coca is now at https://t.co/bRA0LjdW27",https://pbs.twimg.com/profile_banners/15535306/1721871910,1684942179444142080,False,False,1594199508736704513,none,https://pbs.twimg.com/profile_images/1816288543414837255/3vM21OhO_normal.jpg,https://t.co/TUj8o3ExVc,True,15535306,2008-07-22T18:58:38.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/TUj8o3ExVc', 'expanded_url': 'https://nithincoca.com', 'display_url': 'nithincoca.com'}]","[{'start': 40, 'end': 63, 'url': 'https://t.co/bRA0LjdW27', 'expanded_url': 'http://social.coop/@ncoca', 'display_url': 'social.coop/@ncoca'}]",4603,1236,6679,266,6788,Asia,,
None,Erzender,Erzée 🇫🇷🇵🇸🇱🇧,Experte IT • Initiatives & modération à @DiscordGauche,https://pbs.twimg.com/profile_banners/500806036/1727519491,1844105202678558972,False,False,,none,https://pbs.twimg.com/profile_images/1809655244579602432/qeibtmFV_normal.jpg,https://t.co/V4BeSq2YrE,False,500806036,2012-02-23T13:50:59.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/V4BeSq2YrE', 'expanded_url': 'https://framapiaf.org/@Erzender', 'display_url': 'framapiaf.org/@Erzender'}]",,297,691,4583,2,12542,Compte principal sur Mastodon,"[{'start': 40, 'end': 54, 'username': 'DiscordGauche'}]",
None,levisu,Levi Sumagaysay,Rhymes with Chevy. Economy reporter at @CalMatters. levi@calmatters.org | https://t.co/8vphPc8UOh | Mastodon: @levisu@sfba.social | Ex: @marketwatch @mercnews,https://pbs.twimg.com/profile_banners/14655739/1605323355,1736838035852140726,False,False,,none,https://pbs.twimg.com/profile_images/1327448475722686464/vGvVMPC8_normal.jpg,https://t.co/CYlabIeaeg,False,14655739,2008-05-05T04:28:41.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/CYlabIeaeg', 'expanded_url': 'http://levisu.me', 'display_url': 'levisu.me'}]","[{'start': 74, 'end': 97, 'url': 'https://t.co/8vphPc8UOh', 'expanded_url': 'http://linkedin.com/in/levis', 'display_url': 'linkedin.com/in/levis'}]",3549,3314,7022,224,6968,S.F. Bay Area,"[{'start': 39, 'end': 50, 'username': 'CalMatters'}, {'start': 136, 'end': 148, 'username': 'marketwatch'}, {'start': 149, 'end': 158, 'username': 'mercnews'}]",
None,TuThanhHa,Tu Thanh Ha,"Globe and Mail reporter based in Toronto after postings in Quebec City, Ottawa, Montreal.
Ha@globeandmail.com
@tuthanhha.bsky.social
DM me for Signal",https://pbs.twimg.com/profile_banners/20266894/1682018011,1844739105021731075,False,False,,none,https://pbs.twimg.com/profile_images/1130420823/Algonquin_2005_020_normal.jpg,https://t.co/AWbAGypNaW,False,20266894,2009-02-06T20:10:02.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/AWbAGypNaW', 'expanded_url': 'http://www.theglobeandmail.com', 'display_url': 'theglobeandmail.com'}]",,6621,1244,24713,220,1356,Toronto,"[{'start': 110, 'end': 120, 'username': 'tuthanhha'}]",
None,davelevitan,Dave Levitan,Climate and science journalist for various outlets. Freelance all over the place. Book: NOT A SCIENTIST. davelevitan{at}https://t.co/AJAFLhFSpb,https://pbs.twimg.com/profile_banners/21495286/1530612366,1752808891044298815,False,False,,none,https://pbs.twimg.com/profile_images/1456641477598187529/561QSXIf_normal.jpg,https://t.co/DKD1jlCr2v,False,21495286,2009-02-21T16:09:47.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/DKD1jlCr2v', 'expanded_url': 'http://www.davelevitan.com', 'display_url': 'davelevitan.com'}]","[{'start': 120, 'end': 143, 'url': 'https://t.co/AJAFLhFSpb', 'expanded_url': 'http://gmail.com', 'display_url': 'gmail.com'}]",11112,622,44098,358,14777,,,
None,larryloeb,@LarryLoeb@twit.social,Authentic frontier gibberish,,1669381155794059275,False,False,,none,https://pbs.twimg.com/profile_images/846732787138940928/FiMU5hmc_normal.jpg,,False,20674659,2009-02-12T12:56:08.000Z,,,164,179,1571,10,1273,,,
None,mariaramirezNY,María Ramírez,Journalist. Deputy Managing Editor @eldiarioes. Contributor @guardian. Nieman fellow @Harvard. Pritzker @uchipolitics. Fulbright @columbiajourn,https://pbs.twimg.com/profile_banners/15115726/1652878078,1844851239957279196,False,False,1834117817941049803,none,https://pbs.twimg.com/profile_images/1814590733560475648/alsW9sig_normal.jpg,https://t.co/oBqlfEZLgw,False,15115726,2008-06-14T09:53:58.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/oBqlfEZLgw', 'expanded_url': 'https://bit.ly/3M6ZEDr', 'display_url': 'bit.ly/3M6ZEDr'}]",,30190,3071,91692,1050,21836,"Oxford/Madrid via NY, Brussels","[{'start': 35, 'end': 46, 'username': 'eldiarioes'}, {'start': 60, 'end': 69, 'username': 'guardian'}, {'start': 85, 'end': 93, 'username': 'Harvard'}, {'start': 104, 'end': 117, 'username': 'uchipolitics'}, {'start': 129, 'end': 143, 'username': 'columbiajourn'}]",
None,9brandon,Brandon Keim,"🦝 Nature, animals, science + 🌎
📰 @nytimes @NatGeo @TheAtlantic @NautilusMag etc.
📷 @9brandon
📝 https://t.co/YbKQetntSt
📖 https://t.co/9bTCeXIdYE",https://pbs.twimg.com/profile_banners/7494482/1721220783,1844056128910770301,False,False,1813168967835656284,none,https://pbs.twimg.com/profile_images/1551987655847673856/YLbclbF7_normal.jpg,https://t.co/XMKb02cLdc,False,7494482,2007-07-15T23:28:00.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/XMKb02cLdc', 'expanded_url': 'https://bio.site/brandonkeim', 'display_url': 'bio.site/brandonkeim'}]","[{'start': 95, 'end': 118, 'url': 'https://t.co/YbKQetntSt', 'expanded_url': 'http://brandonkeim.substack.com', 'display_url': 'brandonkeim.substack.com'}, {'start': 121, 'end': 144, 'url': 'https://t.co/9bTCeXIdYE', 'expanded_url': 'http://wwnorton.com/books/9781324007081', 'display_url': 'wwnorton.com/books/97813240…'}]",9121,3118,9869,574,17958,"Bangor, ME","[{'start': 33, 'end': 41, 'username': 'nytimes'}, {'start': 42, 'end': 49, 'username': 'NatGeo'}, {'start': 50, 'end': 62, 'username': 'TheAtlantic'}, {'start': 63, 'end': 75, 'username': 'NautilusMag'}, {'start': 83, 'end': 92, 'username': '9brandon'}]",
None,DanielleAlberti,Danielle Alberti,"Managing editor, data viz @Axios; @daniellealberti@journa.host; insta @dani4a; https://t.co/qqJ3QIJwgO",,1840847755016622449,False,False,1593403770242842624,none,https://pbs.twimg.com/profile_images/1457901819460530179/szEJHPiw_normal.jpg,https://t.co/MYYPBz3E2m,False,250287517,2011-02-10T20:04:57.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/MYYPBz3E2m', 'expanded_url': 'http://www.daniellealberti.com', 'display_url': 'daniellealberti.com'}]","[{'start': 79, 'end': 102, 'url': 'https://t.co/qqJ3QIJwgO', 'expanded_url': 'https://bsky.app/profile/daniellealberti.bsky.social', 'display_url': 'bsky.app/profile/daniel…'}]",4988,2159,164,215,6297,,"[{'start': 26, 'end': 32, 'username': 'Axios'}, {'start': 70, 'end': 77, 'username': 'dani4a'}]",
None,megmaker,Meg Maker,"https://t.co/u8fomLxEjH
https://t.co/r3dP3uOJ1I
https://t.co/PZ9qK6TXdF
Also @terroirreview
Writer",https://pbs.twimg.com/profile_banners/14788073/1667851380,1682717717818753027,False,False,,none,https://pbs.twimg.com/profile_images/1658929082770259969/B6kAOCB9_normal.jpg,https://t.co/PvaJT3RjJN,True,14788073,2008-05-15T16:20:02.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/PvaJT3RjJN', 'expanded_url': 'https://linktr.ee/megmaker', 'display_url': 'linktr.ee/megmaker'}]","[{'start': 0, 'end': 23, 'url': 'https://t.co/u8fomLxEjH', 'expanded_url': 'http://bsky.app/profile/megmaker.bsky.social', 'display_url': 'bsky.app/profile/megmak…'}, {'start': 24, 'end': 47, 'url': 'https://t.co/r3dP3uOJ1I', 'expanded_url': 'http://mastodon.social/@megmaker', 'display_url': 'mastodon.social/@megmaker'}, {'start': 48, 'end': 71, 'url': 'https://t.co/PZ9qK6TXdF', 'expanded_url': 'http://instagram.com/megmaker', 'display_url': 'instagram.com/megmaker'}]",13227,1664,40207,512,22510,"Rural New England, USA","[{'start': 77, 'end': 91, 'username': 'terroirreview'}]",
None,andreastarreese,Andrea Star Reese,Photojournalist/Documentary Photographer. LucieAward Deeper Perspective for DISORDER Photobook: URBANCAVE_ published by @FotoEvidence.com ❤️🔁is not endorse,https://pbs.twimg.com/profile_banners/17138209/1680785226,1844807676368241143,False,False,1256040742918766594,none,https://pbs.twimg.com/profile_images/1046853173615329280/11SQhzgK_normal.jpg,https://t.co/MaoX1mMcC2,False,17138209,2008-11-03T19:53:06.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/MaoX1mMcC2', 'expanded_url': 'http://www.andreastarreese.com', 'display_url': 'andreastarreese.com'}]",,869,4351,28403,22,119446,NewYork/Jakarta,"[{'start': 120, 'end': 133, 'username': 'FotoEvidence'}]",
None,davidtmccarty,David Todd McCarty,"Writer, Director, Photographer + Journalist. Random thoughts on politics, culture + garden gnomes. Top Writer. Mastodon: @davidtoddmccarty@me.dm",https://pbs.twimg.com/profile_banners/430028245/1474905741,1808958240367030486,False,False,,none,https://pbs.twimg.com/profile_images/1321604688089960448/UW4Skbc4_normal.jpg,https://t.co/pkZsHIpQy9,True,430028245,2011-12-06T17:43:36.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/pkZsHIpQy9', 'expanded_url': 'http://www.hoppingfrogstudios.com', 'display_url': 'hoppingfrogstudios.com'}]",,1722,1705,12487,65,11484,"Goshen, NJ",,
None,JuddLegum,Judd Legum,"I write Popular Information, an independent newsletter dedicated to accountability journalism. | judd@popular.info | Signal/Text: 202-599-7124 | DMs open",https://pbs.twimg.com/profile_banners/15464697/1631034503,1844110432963101107,False,True,1830924503456653654,blue,https://pbs.twimg.com/profile_images/636336373453053952/yv-YqI5w_normal.jpg,https://t.co/pbLVJgMyY0,False,15464697,2008-07-17T05:37:26.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/pbLVJgMyY0', 'expanded_url': 'http://popular.info', 'display_url': 'popular.info'}]",,577266,1356,76181,7203,4758,"Washington, DC",,
None,skrishna,Swapna Krishna,"space/science/tech writer. content creator on space at Ad Astra (YouTube + newsletter). occasionally: fast company, wired, science friday, npr.",https://pbs.twimg.com/profile_banners/17768559/1667434478,1824446218593763639,False,False,1674063337372393475,none,https://pbs.twimg.com/profile_images/1461733589729558532/IiEXW7xa_normal.jpg,https://t.co/hBLoRIeIXv,False,17768559,2008-12-01T01:59:04.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/hBLoRIeIXv', 'expanded_url': 'https://bio.site/skrishna', 'display_url': 'bio.site/skrishna'}]",,25246,839,12137,791,14895,Philly Main Line,,
None,JohnLorinc,John Lorinc,"Journalist, covering cities & climate. Spacing, Globe & Mail, Corporate Knights. Editor: Coach House Books. Author Dream States (2022), No Jews Live Here (2024)",https://pbs.twimg.com/profile_banners/79438625/1685363733,1844470913007600011,False,False,1839318302923108444,none,https://pbs.twimg.com/profile_images/1434236260718108673/vSvg4OUV_normal.jpg,https://t.co/tAxsIx7E6v,False,79438625,2009-10-03T11:25:43.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/tAxsIx7E6v', 'expanded_url': 'https://chbooks.com/Contributors/L/Lorinc-John', 'display_url': 'chbooks.com/Contributors/L…'}]",,23226,3208,43200,538,9538,Toronto,,
None,steveniweiss,Steven I. Weiss,Award-winning investigative journalist. Data scientist. Talmudist.,,1844749896311554063,False,False,1309093318924660736,none,https://pbs.twimg.com/profile_images/1049426809132118016/PF1VgxxP_normal.jpg,,False,111012361,2010-02-03T14:28:09.000Z,,,2602,1122,919,67,4085,"Harlem, NYC",,
None,CWNewser,Christopher Wiggins,Senior National Reporter @TheAdvocateMag Love sushi. Cilantro = yum. Opinions correct. DM news tips! 🇩🇪🏳️‍🌈🇺🇸🕷he/him,https://pbs.twimg.com/profile_banners/45189614/1665324390,1844860478897488290,False,True,1671530977384865792,blue,https://pbs.twimg.com/profile_images/1579092459459674113/Ado087V__normal.jpg,https://t.co/yUnN2h1S8W,False,45189614,2009-06-06T18:55:32.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/yUnN2h1S8W', 'expanded_url': 'https://www.advocate.com/authors/christopher-wiggins', 'display_url': 'advocate.com/authors/christ…'}]",,6897,2540,26193,257,8991,"Washington, DC","[{'start': 25, 'end': 40, 'username': 'TheAdvocateMag'}]",
None,0xTFT,Touch Fluffy Tail,"Lover of fluffy tails / A mathematician on a journey

Entrepreneurship, DeFi, Research. 

Owner of decentralized social media site Handholding Social",https://pbs.twimg.com/profile_banners/1424113803529232391/1630640538,1605788079838482432,False,True,,blue,https://pbs.twimg.com/profile_images/1466964648071151620/VObxImu3_normal.jpg,https://t.co/gzpfXQC8Lq,False,1424113803529232391,2021-08-07T21:02:54.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/gzpfXQC8Lq', 'expanded_url': 'http://social.handholding.io', 'display_url': 'social.handholding.io'}]",,209,67,100,3,87,,,
None,LifeWithJoce,jocelyn,founder & eic @wttn_blog // she/they,https://pbs.twimg.com/profile_banners/3033604065/1699155145,1844561721525969345,False,False,1448054369044291592,none,https://pbs.twimg.com/profile_images/1722112578891956224/1yfPqxqP_normal.jpg,https://t.co/zpSFq09NaD,False,3033604065,2015-02-12T23:36:06.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/zpSFq09NaD', 'expanded_url': 'http://writethroughthenight.com', 'display_url': 'writethroughthenight.com'}]",,719,1522,4576,9,28946,,"[{'start': 14, 'end': 24, 'username': 'wttn_blog'}]",
None,emdashEthan,ethan edward coston,gen z journalist (derogatory) ~ toxic twink ~ prev: @SpotlightPA @collegebeatca ~ @ucsandiego '20 ♎🌈 he/they,https://pbs.twimg.com/profile_banners/889184924971843584/1669585681,1844848761165508884,False,False,1825051724303786450,none,https://pbs.twimg.com/profile_images/1839024664477138944/Sl4HvVI__normal.jpg,https://t.co/ijutRskSHk,False,889184924971843584,2017-07-23T18:06:21.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/ijutRskSHk', 'expanded_url': 'https://www.ethancoston.com/', 'display_url': 'ethancoston.com'}]",,1646,3232,11553,17,95754,"San Diego ➡️ Washington, DC","[{'start': 52, 'end': 64, 'username': 'SpotlightPA'}, {'start': 65, 'end': 79, 'username': 'collegebeatca'}, {'start': 82, 'end': 93, 'username': 'ucsandiego'}]",
None,justinhendrix,Justin Hendrix,"Concerned with technology, media & democracy. Editor at @techpolicypress. Research & Adjunct Professor at NYU Tandon School of Engineering. Opinions mine.",https://pbs.twimg.com/profile_banners/19750159/1621811231,1733889338184761753,False,False,1733887261677060447,none,https://pbs.twimg.com/profile_images/690362059062669312/xaGRok6C_normal.jpg,https://t.co/mQwBVQmb1t,False,19750159,2009-01-30T02:39:03.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/mQwBVQmb1t', 'expanded_url': 'https://techpolicy.press', 'display_url': 'techpolicy.press'}]",,83097,7626,54674,1640,129854,NYC,"[{'start': 56, 'end': 72, 'username': 'techpolicypress'}]",
None,PoolOnTheRuf,Amber DaSilva's Force Ghost,"see you space cowboy

find me on jalopnik",https://pbs.twimg.com/profile_banners/61893623/1697591793,1789080949004591127,False,False,1789080949004591127,none,https://pbs.twimg.com/profile_images/1839001661882126337/7nT3c47X_normal.jpg,https://t.co/04rbfyxYxh,False,61893623,2009-07-31T22:38:15.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/04rbfyxYxh', 'expanded_url': 'https://jalopnik.com/author/amber-dasilva', 'display_url': 'jalopnik.com/author/amber-d…'}]",,599,393,7675,8,183693,"Brooklyn, NY",,
None,buzzerblog,BuzzerBlog,"BuzzerBlog is the first name in game shows for casual fans, genre junkies, and industry insiders. https://t.co/iB5PRMBe36",https://pbs.twimg.com/profile_banners/16840574/1412115462,1844793586841240043,False,False,,none,https://pbs.twimg.com/profile_images/1567328059312816129/YJVrA8oh_normal.jpg,https://t.co/HMtOVR7reb,False,16840574,2008-10-18T16:28:50.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/HMtOVR7reb', 'expanded_url': 'http://www.buzzerblog.com', 'display_url': 'buzzerblog.com'}]","[{'start': 98, 'end': 121, 'url': 'https://t.co/iB5PRMBe36', 'expanded_url': 'https://www.threads.net/@buzzerblog', 'display_url': 'threads.net/@buzzerblog'}]",8544,1895,51614,91,6390,Everywhere,,
None,chbid,Christopher H Bidmead🇺🇦,(1941 - ) Classic Doctor Who script editor/writer emeritus & IT journalist.  Taking to Twitter like a duvet to water. So now also @bidmead@mstdn.social,,1685567998231232512,False,False,,none,https://pbs.twimg.com/profile_images/1535582816/BidHatTwitter_normal.png,https://t.co/7yStCNdu1q,False,360450538,2011-08-23T06:59:36.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/7yStCNdu1q', 'expanded_url': 'http://testedtechnology.co.uk', 'display_url': 'testedtechnology.co.uk'}]",,5884,128,18564,164,144,"London, UK",,
None,edbott,Ed Bott,"Independent tech journalist. I'm not here for an argument. I'm @edbott.com on Bluesky. Mastodon: @edbott@mastodon.social

Newsletter: https://t.co/ig3OuUafw6",https://pbs.twimg.com/profile_banners/12199652/1646835007,1843700691904430187,False,False,1762470923414671806,none,https://pbs.twimg.com/profile_images/1396973606207332353/jWrAyx89_normal.jpg,https://t.co/zh6HbgN1V1,True,12199652,2008-01-14T01:47:33.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/zh6HbgN1V1', 'expanded_url': 'https://edbott.com', 'display_url': 'edbott.com'}]","[{'start': 134, 'end': 157, 'url': 'https://t.co/ig3OuUafw6', 'expanded_url': 'http://edbott.news', 'display_url': 'edbott.news'}]",49516,2417,1507,2259,16508,"Atlanta, GA","[{'start': 63, 'end': 70, 'username': 'edbott'}]",
None,MikeDiGirolamo,Mike DiGirolamo is on BlueSky,(He/Him) Audience Engagement Associate & Podcast Host @Mongabay. Born at 350ppm. Opinions are my own. https://t.co/IGhRbCt1ws,https://pbs.twimg.com/profile_banners/42540385/1623784921,1722446323767754818,False,False,,none,https://pbs.twimg.com/profile_images/1649960662821470211/_a97KNfn_normal.jpg,https://t.co/L76F8Xg6Tj,False,42540385,2009-05-26T02:03:50.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/L76F8Xg6Tj', 'expanded_url': 'https://news.mongabay.com/by/mike-digirolamo/', 'display_url': 'news.mongabay.com/by/mike-digiro…'}]","[{'start': 102, 'end': 125, 'url': 'https://t.co/IGhRbCt1ws', 'expanded_url': 'http://mikedigirolamo.bsky.social', 'display_url': 'mikedigirolamo.bsky.social'}]",1231,968,1590,19,7723,"Gadigal Country (Sydney, NSW)","[{'start': 54, 'end': 63, 'username': 'Mongabay'}]",
None,WendySiegelman,Wendy Siegelman,"Independent journalist bylines Daily Beast, Guardian, Buzzfeed, Byline Times, Senate Intel Russia report, creator https://t.co/W1iyRMNzOJ, tips: wendy@newstracs.com",https://pbs.twimg.com/profile_banners/813158712/1597873051,1844809845712490746,False,False,1806348510012269008,none,https://pbs.twimg.com/profile_images/1442134476784537601/y8A9CO1d_normal.jpg,https://t.co/K8PT6Nvfag,False,813158712,2012-09-09T13:46:03.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/K8PT6Nvfag', 'expanded_url': 'https://newstracs.com/', 'display_url': 'newstracs.com'}]","[{'start': 114, 'end': 137, 'url': 'https://t.co/W1iyRMNzOJ', 'expanded_url': 'http://NewsTRACS.com', 'display_url': 'NewsTRACS.com'}]",63749,4903,36137,670,109152,,,
None,jeffbcraven,Jeff Craven,"I help medical publishers, news sites, and businesses create outstanding print and web content. Used to have 300 followers, now I don't. @jeffbcraven@mas.to",https://pbs.twimg.com/profile_banners/20751652/1516899214,1844035004562862486,False,False,1503518084426080258,none,https://pbs.twimg.com/profile_images/824729140859432961/tVP50aV4_normal.jpg,https://t.co/oFWz2XupjJ,False,20751652,2009-02-13T06:10:22.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/oFWz2XupjJ', 'expanded_url': 'https://linktr.ee/jeffbcraven', 'display_url': 'linktr.ee/jeffbcraven'}]",,13705,715,2174,31,19533,,,
None,wilfredchan,Wilfred Chan,,https://pbs.twimg.com/profile_banners/17938103/1707250944,1829330657635631268,False,False,,none,https://pbs.twimg.com/profile_images/1542161355251261443/nzbSlm_0_normal.jpg,https://t.co/j17o3Mr0wN,False,17938103,2008-12-07T07:39:21.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/j17o3Mr0wN', 'expanded_url': 'http://wilfredchan.net', 'display_url': 'wilfredchan.net'}]",,30817,1131,899,603,19663,NYC,,
None,zacrellin,Zac Crellin,"World news journo

🐘 @zacrellin@journa.host

🟦 @zacrellin.bsky.social",https://pbs.twimg.com/profile_banners/3000299467/1623683309,1760406505885511720,False,False,,none,https://pbs.twimg.com/profile_images/1528604754829783040/uQC1olU8_normal.jpg,,False,3000299467,2015-01-29T01:57:02.000Z,,,2188,4993,8472,17,115683,Cologne via Sydney,"[{'start': 47, 'end': 57, 'username': 'zacrellin'}]",
None,jaspar,J Emory Parker,Pulitzer prize winning editor and news developer. Now: Data Project Manager at @statnews 📸 jemoryparker | @jaspar@mastodon.online | @jaspar.bsky.social,https://pbs.twimg.com/profile_banners/14265924/1671397841,1834704591830593895,False,False,1590828778468806656,none,https://pbs.twimg.com/profile_images/968203231779282944/9LgBhWhi_normal.jpg,https://t.co/Icx4tMSvL8,False,14265924,2008-03-31T13:33:16.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/Icx4tMSvL8', 'expanded_url': 'http://jemory.com', 'display_url': 'jemory.com'}]",,5558,3561,68736,198,65416,"Boston, MA","[{'start': 79, 'end': 88, 'username': 'statnews'}, {'start': 132, 'end': 139, 'username': 'jaspar'}]",
None,TheDEWLine,Steve Trimble,Distant Early Warning (DEW) for global military aviation news. Defense Editor for @AviationWeek. Formerly @FG_Strim.,https://pbs.twimg.com/profile_banners/445828814/1546782344,1518532662431993860,False,False,,none,https://pbs.twimg.com/profile_images/1081530706700980226/WR0j93_O_normal.jpg,https://t.co/cRNXFo37yt,True,445828814,2011-12-24T23:10:04.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/cRNXFo37yt', 'expanded_url': 'http://www.aviationweek.com', 'display_url': 'aviationweek.com'}]",,33860,7103,38250,673,27336,Washington DC,"[{'start': 82, 'end': 95, 'username': 'AviationWeek'}, {'start': 106, 'end': 115, 'username': 'FG_Strim'}]",
None,petersterne,Peter Sterne,Editor @CityAndStateNY (but my personal opinions are my own). Previously @nysfocus @freedomofpress @politico. He/him. Tips & pitches: psterne@cityandstateny.com,https://pbs.twimg.com/profile_banners/192824559/1715009378,1844866263119487486,False,False,1813319872346239103,none,https://pbs.twimg.com/profile_images/1628954631391903745/o2jaVAMY_normal.jpg,https://t.co/IERGNVz9tb,False,192824559,2010-09-20T07:38:02.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/IERGNVz9tb', 'expanded_url': 'https://petersterne.com', 'display_url': 'petersterne.com'}]",,18133,3710,109971,580,346846,"Queens, NY","[{'start': 7, 'end': 22, 'username': 'CityAndStateNY'}, {'start': 73, 'end': 82, 'username': 'nysfocus'}, {'start': 83, 'end': 98, 'username': 'freedomofpress'}, {'start': 99, 'end': 108, 'username': 'politico'}]",
None,martinangler,Martin W. Angler (@martinangler.com),Science journalist. Bylines @aeon @nzz @nzzas @sz @derspiegel @geomagazin @bdwredaktion & others. 2024 @ABSW awards finalist. Here to provide #LongCovid context,https://pbs.twimg.com/profile_banners/260892963/1615894954,1844432212940423358,False,False,,none,https://pbs.twimg.com/profile_images/1716811890876399616/67_2LIPB_normal.jpg,https://t.co/rm95dq5QQY,False,260892963,2011-03-04T20:43:46.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/rm95dq5QQY', 'expanded_url': 'https://muckrack.com/martinangler', 'display_url': 'muckrack.com/martinangler'}]",,1552,2573,2404,36,2929,,"[{'start': 28, 'end': 33, 'username': 'aeon'}, {'start': 34, 'end': 38, 'username': 'nzz'}, {'start': 39, 'end': 45, 'username': 'nzzas'}, {'start': 46, 'end': 49, 'username': 'sz'}, {'start': 50, 'end': 61, 'username': 'derspiegel'}, {'start': 62, 'end': 73, 'username': 'geomagazin'}, {'start': 74, 'end': 87, 'username': 'bdwredaktion'}, {'start': 103, 'end': 108, 'username': 'ABSW'}]","[{'start': 142, 'end': 152, 'tag': 'LongCovid'}]"
None,NaomiOhReally,Naomi O'Leary,"Irish Times Europe Correspondent on leave. Host of the Irish Passport podcast. Previously with Reuters, Politico, AFP. Keep calm and report the facts.",https://pbs.twimg.com/profile_banners/155203891/1686681465,1835984334290813125,False,False,1737114273917354208,none,https://pbs.twimg.com/profile_images/1668637122058932224/KblijyH0_normal.jpg,https://t.co/02FXMxgCLC,False,155203891,2010-06-13T13:05:05.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/02FXMxgCLC', 'expanded_url': 'https://linktr.ee/naomioleary', 'display_url': 'linktr.ee/naomioleary'}]",,69013,4497,25915,1096,10792,Europe,,
None,yorickdupon,Yorick Dupon Argüelles,"(tech)journalist, actiever op Threads",https://pbs.twimg.com/profile_banners/497822360/1643394972,1811101181927661863,False,False,1735284538056605918,none,https://pbs.twimg.com/profile_images/1443267200702455812/MtpZF1ws_normal.jpg,https://t.co/Sk0JDfUT4E,False,497822360,2012-02-20T11:56:47.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/Sk0JDfUT4E', 'expanded_url': 'http://yorickdupon.com', 'display_url': 'yorickdupon.com'}]",,2708,1001,607,101,40507,"Antwerpen, België",,
None,lexwvr,Lex Weaver,"all things digital for @TheWorld | into audience, data, spreadsheets & kpop | has: very bad anxiety | lex.weaver@theworld.org",https://pbs.twimg.com/profile_banners/1107682460500926464/1678385131,1844813837951729746,False,False,1593406634423992320,none,https://pbs.twimg.com/profile_images/1583091330934349824/K2v_6LoQ_normal.jpg,https://t.co/PgH0xMGbTe,False,1107682460500926464,2019-03-18T16:37:33.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/PgH0xMGbTe', 'expanded_url': 'https://theworld.org/people/lex-weaver', 'display_url': 'theworld.org/people/lex-wea…'}]",,1095,1360,3713,10,185365,"Boston, MA","[{'start': 23, 'end': 32, 'username': 'TheWorld'}]",
